ComID,ComName,Group,BizCategory,Area,Balance,Profit
001679,企業名001679,Tグループ,食品,東海,2603616,44602
001680,企業名001680,Yグループ,出版,北海道,4839644,46245
001681,企業名001681,Fグループ,医療,東北,466012,44645
001682,企業名001682,Dグループ,通販,九州,3610769,8707
001683,企業名001683,Vグループ,自動車,関西,4376711,41276
001684,企業名001684,Eグループ,食品,山陽,2245409,98761
001685,企業名001685,Hグループ,倉庫,九州,522811,51886
001686,企業名001686,Lグループ,IT,東海,3020027,57516
001687,企業名001687,Wグループ,自動車,東北,4932143,47977
001688,企業名001688,Bグループ,IT,九州,528734,51660
001689,企業名001689,Bグループ,流通,九州,3072301,82796
001690,企業名001690,Oグループ,IT,四国,3723247,72555
001691,企業名001691,Oグループ,倉庫,山陽,2717245,17203
001692,企業名001692,Wグループ,IT,関西,4779808,38121
001693,企業名001693,Tグループ,IT,北陸,642308,77964
001694,企業名001694,Zグループ,旅行,北海道,1966174,44078
001695,企業名001695,Mグループ,出版,山陽,3382456,72106
001696,企業名001696,Uグループ,流通,四国,2384204,58129
001697,企業名001697,Uグループ,流通,関東,746553,1798
001698,企業名001698,Fグループ,食品,関東,3716303,8976
001699,企業名001699,Eグループ,医療,北陸,4857179,39512
001700,企業名001700,Mグループ,医療,山陽,4126780,49317
001701,企業名001701,Yグループ,流通,北陸,1046599,93356
001702,企業名001702,Gグループ,倉庫,北海道,1576011,63716
001703,企業名001703,Kグループ,IT,関西,48440,5225
001704,企業名001704,Kグループ,食品,九州,3869444,80527
001705,企業名001705,Mグループ,衣料品,九州,1828069,5723
001706,企業名001706,Rグループ,衣料品,東海,4116595,78881
001707,企業名001707,Oグループ,医療,北陸,2231174,14252
001708,企業名001708,Yグループ,旅行,山陽,1785046,72891
001709,企業名001709,Oグループ,食品,九州,2223838,56817
001710,企業名001710,Oグループ,出版,山陽,3319343,35047
001711,企業名001711,Fグループ,金融,四国,3319947,40368
001712,企業名001712,Sグループ,旅行,北陸,1006016,86033
001713,企業名001713,Jグループ,医療,東北,4516108,22076
001714,企業名001714,Iグループ,通販,東海,3189059,92912
001715,企業名001715,Uグループ,医療,山陽,440741,85197
001716,企業名001716,Bグループ,金融,九州,2428687,46709
001717,企業名001717,Bグループ,旅行,関東,4544562,40074
001718,企業名001718,Rグループ,流通,東海,3375615,19923
001719,企業名001719,Iグループ,IT,北陸,3694324,90625
001720,企業名001720,Jグループ,衣料品,北海道,2941075,90038
001721,企業名001721,Hグループ,出版,北海道,4906487,74305
001722,企業名001722,Yグループ,衣料品,山陽,2219859,531
001723,企業名001723,Rグループ,食品,東北,832867,49203
001724,企業名001724,Tグループ,流通,北陸,369214,50706
001725,企業名001725,Uグループ,自動車,四国,2500863,6541
001726,企業名001726,Dグループ,IT,関西,4746045,61285
001727,企業名001727,Tグループ,自動車,関西,3034835,53943
001728,企業名001728,Rグループ,通販,北海道,177193,92812
001729,企業名001729,Fグループ,通販,関西,230436,3697
001730,企業名001730,Rグループ,流通,北海道,2499296,86271
001731,企業名001731,Aグループ,自動車,北陸,2151145,28366
001732,企業名001732,Rグループ,衣料品,山陽,2800308,76453
001733,企業名001733,Cグループ,IT,関東,4953362,284
001734,企業名001734,Oグループ,通販,九州,1490035,87516
001735,企業名001735,Dグループ,流通,北海道,1275311,22953
001736,企業名001736,Hグループ,旅行,関西,4533322,8215
001737,企業名001737,Kグループ,出版,関西,4753665,84602
001738,企業名001738,Gグループ,旅行,北海道,4767314,58572
001739,企業名001739,Yグループ,通販,東海,388133,99242
001740,企業名001740,Pグループ,医療,四国,3769471,11631
001741,企業名001741,Wグループ,医療,四国,692876,20291
001742,企業名001742,Hグループ,IT,四国,3455349,44697
001743,企業名001743,Cグループ,通販,関西,4192811,65094
001744,企業名001744,Vグループ,流通,東北,2150743,48457
001745,企業名001745,Eグループ,出版,東海,1176175,91955
001746,企業名001746,Cグループ,IT,四国,35195,65973
001747,企業名001747,Wグループ,旅行,関東,1047368,27595
001748,企業名001748,Sグループ,食品,関西,4747748,91397
001749,企業名001749,Xグループ,出版,東北,189726,61719
001750,企業名001750,Eグループ,IT,東海,1303267,24161
001751,企業名001751,Zグループ,食品,関西,2107602,90617
001752,企業名001752,Aグループ,流通,関東,2050059,31016
001753,企業名001753,Yグループ,自動車,九州,4372481,27137
001754,企業名001754,Pグループ,出版,北海道,25751,39735
001755,企業名001755,Yグループ,旅行,北陸,602753,88944
001756,企業名001756,Qグループ,通販,関西,2742371,89263
001757,企業名001757,Bグループ,旅行,四国,2576013,97656
001758,企業名001758,Rグループ,衣料品,関東,661092,99063
001759,企業名001759,Cグループ,流通,東海,1535246,2790
001760,企業名001760,Oグループ,IT,山陽,433594,94669
001761,企業名001761,Fグループ,出版,九州,3201340,70479
001762,企業名001762,Yグループ,倉庫,九州,3464394,74511
001763,企業名001763,Hグループ,金融,四国,2696644,79283
001764,企業名001764,Sグループ,流通,山陽,3613174,72548
001765,企業名001765,Xグループ,流通,関西,3808685,6800
001766,企業名001766,Bグループ,金融,関西,2694572,9476
001767,企業名001767,Bグループ,自動車,北海道,2360298,99755
001768,企業名001768,Nグループ,金融,東海,2628373,72128
001769,企業名001769,Dグループ,金融,九州,3750935,95476
001770,企業名001770,Pグループ,金融,山陽,25700,33310
001771,企業名001771,Cグループ,金融,四国,1994952,17351
001772,企業名001772,Vグループ,金融,東海,2202577,54896
001773,企業名001773,Aグループ,医療,九州,4359975,1681
001774,企業名001774,Eグループ,倉庫,東北,1183798,77680
001775,企業名001775,Oグループ,通販,東海,620373,41344
001776,企業名001776,Mグループ,医療,北陸,180004,90143
001777,企業名001777,Hグループ,食品,四国,2625146,46512
001778,企業名001778,Cグループ,旅行,九州,1078688,78950
001779,企業名001779,Qグループ,IT,北海道,4489090,65016
001780,企業名001780,Vグループ,金融,関西,139363,72208
001781,企業名001781,Mグループ,流通,関東,2216949,38394
001782,企業名001782,Oグループ,自動車,北海道,4093002,36872
001783,企業名001783,Wグループ,出版,北陸,2200927,28823
001784,企業名001784,Tグループ,IT,東北,2751818,46614
001785,企業名001785,Aグループ,自動車,関西,4856768,92174
001786,企業名001786,Yグループ,流通,北陸,3745759,48107
001787,企業名001787,Mグループ,倉庫,関東,3052780,85358
001788,企業名001788,Zグループ,自動車,関西,1143444,82418
001789,企業名001789,Tグループ,出版,北陸,753634,17362
001790,企業名001790,Aグループ,金融,関東,2084344,40472
001791,企業名001791,Kグループ,出版,関西,4927355,30715
001792,企業名001792,Qグループ,通販,関西,3319940,22534
001793,企業名001793,Pグループ,衣料品,東海,4616567,3555
001794,企業名001794,Fグループ,IT,山陽,1150385,16020
001795,企業名001795,Zグループ,倉庫,東北,116482,28298
001796,企業名001796,Zグループ,自動車,東北,1849924,12311
001797,企業名001797,Lグループ,自動車,北陸,4857356,41323
001798,企業名001798,Lグループ,自動車,東海,1099419,14095
001799,企業名001799,Wグループ,金融,東海,1877373,23572
001800,企業名001800,Jグループ,旅行,九州,2251625,97280
001801,企業名001801,Sグループ,衣料品,関西,4708124,12910
001802,企業名001802,Tグループ,食品,北海道,3612365,33577
001803,企業名001803,Eグループ,倉庫,九州,4170881,49735
001804,企業名001804,Qグループ,流通,関西,2279697,46066
001805,企業名001805,Xグループ,流通,北陸,2710947,19744
001806,企業名001806,Pグループ,食品,東北,2227863,36768
001807,企業名001807,Vグループ,自動車,関西,655260,45569
001808,企業名001808,Hグループ,食品,九州,3271467,45896
001809,企業名001809,Tグループ,食品,四国,2274272,42966
001810,企業名001810,Tグループ,自動車,北陸,865747,38805
001811,企業名001811,Lグループ,通販,四国,2277863,54681
001812,企業名001812,Aグループ,流通,関西,4208657,65416
001813,企業名001813,Kグループ,通販,関西,4069481,42998
001814,企業名001814,Tグループ,食品,山陽,3620954,69565
001815,企業名001815,Jグループ,倉庫,九州,889199,24636
001816,企業名001816,Nグループ,通販,四国,3853012,68692
001817,企業名001817,Oグループ,自動車,山陽,4730472,79374
001818,企業名001818,Vグループ,衣料品,東北,1606800,76195
001819,企業名001819,Gグループ,医療,東海,3028280,17329
001820,企業名001820,Sグループ,自動車,東北,1945428,37231
001821,企業名001821,Bグループ,食品,東北,226674,53918
001822,企業名001822,Kグループ,通販,関東,4259869,21851
001823,企業名001823,Xグループ,出版,山陽,1772720,65978
001824,企業名001824,Aグループ,衣料品,北陸,826249,85868
001825,企業名001825,Vグループ,出版,関東,602694,42259
001826,企業名001826,Fグループ,食品,北海道,1213370,15619
001827,企業名001827,Tグループ,自動車,関東,4290805,42999
001828,企業名001828,Yグループ,食品,山陽,2340835,39985
001829,企業名001829,Uグループ,出版,関東,3136995,74801
001830,企業名001830,Fグループ,IT,東北,406116,3570
001831,企業名001831,Iグループ,出版,東北,1206909,31112
001832,企業名001832,Dグループ,食品,北海道,4451210,81418
001833,企業名001833,Fグループ,通販,北陸,1546371,58027
001834,企業名001834,Uグループ,金融,東北,3763503,49604
001835,企業名001835,Iグループ,出版,北海道,423396,98542
001836,企業名001836,Zグループ,出版,関東,167811,39784
001837,企業名001837,Hグループ,IT,北陸,1997108,73107
001838,企業名001838,Sグループ,通販,北海道,2314810,8828
001839,企業名001839,Tグループ,出版,九州,4744980,17614
001840,企業名001840,Xグループ,出版,北陸,4929840,62265
001841,企業名001841,Nグループ,旅行,関西,1842326,86632
001842,企業名001842,Jグループ,IT,東海,1043578,87480
001843,企業名001843,Zグループ,倉庫,山陽,249293,54611
001844,企業名001844,Fグループ,旅行,関西,2439922,77601
001845,企業名001845,Zグループ,通販,山陽,3034096,21168
001846,企業名001846,Yグループ,通販,北海道,3765429,21363
001847,企業名001847,Qグループ,自動車,東海,81172,41103
001848,企業名001848,Lグループ,衣料品,北陸,1630637,51351
001849,企業名001849,Bグループ,出版,九州,4320556,58883
001850,企業名001850,Iグループ,金融,四国,3093262,86164
001851,企業名001851,Fグループ,医療,九州,2322552,97469
001852,企業名001852,Bグループ,流通,東海,2773352,6395
001853,企業名001853,Rグループ,流通,関西,3638897,33665
001854,企業名001854,Xグループ,自動車,北陸,3197176,35861
001855,企業名001855,Uグループ,医療,関東,4137792,82758
001856,企業名001856,Tグループ,旅行,関西,3426063,66004
001857,企業名001857,Gグループ,金融,山陽,4960031,31937
001858,企業名001858,Oグループ,通販,関東,254984,23759
001859,企業名001859,Rグループ,医療,東海,3443250,44414
001860,企業名001860,Dグループ,医療,山陽,2351639,27463
001861,企業名001861,Sグループ,倉庫,九州,188838,14279
001862,企業名001862,Dグループ,医療,山陽,4493163,25250
001863,企業名001863,Eグループ,IT,四国,1880701,34570
001864,企業名001864,Wグループ,流通,山陽,124733,28402
001865,企業名001865,Oグループ,倉庫,山陽,2254401,29713
001866,企業名001866,Mグループ,倉庫,九州,1006257,39296
001867,企業名001867,Uグループ,食品,四国,3429063,90176
001868,企業名001868,Jグループ,自動車,北陸,4254314,807
001869,企業名001869,Fグループ,通販,東海,4892175,65838
001870,企業名001870,Uグループ,旅行,東北,2966404,72025
001871,企業名001871,Sグループ,流通,山陽,2561041,11531
001872,企業名001872,Qグループ,流通,東北,4105079,14564
001873,企業名001873,Zグループ,通販,四国,4564688,5003
001874,企業名001874,Oグループ,流通,九州,3967993,13538
001875,企業名001875,Zグループ,通販,東海,3742598,62729
001876,企業名001876,Nグループ,食品,四国,4331529,43856
001877,企業名001877,Dグループ,金融,関西,4582908,57867
001878,企業名001878,Uグループ,倉庫,九州,3680385,68448
001879,企業名001879,Xグループ,倉庫,北海道,955236,17746
001880,企業名001880,Rグループ,IT,四国,635226,83377
001881,企業名001881,Yグループ,食品,北陸,865152,8722
001882,企業名001882,Eグループ,出版,四国,3461308,25937
001883,企業名001883,Bグループ,出版,東海,1803714,97751
001884,企業名001884,Oグループ,金融,北海道,1863123,59529
001885,企業名001885,Yグループ,自動車,北陸,1144787,44574
001886,企業名001886,Lグループ,出版,関東,2989290,69178
001887,企業名001887,Vグループ,流通,関東,2246208,73924
001888,企業名001888,Fグループ,倉庫,東北,2120985,93648
001889,企業名001889,Bグループ,旅行,東北,991990,72179
001890,企業名001890,Rグループ,金融,山陽,1677568,52076
001891,企業名001891,Oグループ,食品,山陽,2304589,47844
001892,企業名001892,Nグループ,通販,関西,529891,62828
001893,企業名001893,Rグループ,流通,山陽,1534921,76080
001894,企業名001894,Aグループ,通販,東北,78612,31152
001895,企業名001895,Dグループ,倉庫,東北,3802258,94143
001896,企業名001896,Gグループ,通販,東海,1966532,82411
001897,企業名001897,Sグループ,金融,東北,4974473,84099
001898,企業名001898,Wグループ,自動車,東海,559988,47763
001899,企業名001899,Rグループ,衣料品,東北,1069180,85794
001900,企業名001900,Iグループ,IT,四国,953291,57730
001901,企業名001901,Iグループ,金融,東海,3870822,51862
001902,企業名001902,Iグループ,金融,山陽,1165657,8587
001903,企業名001903,Hグループ,金融,九州,364264,23867
001904,企業名001904,Tグループ,出版,東海,2794949,56735
001905,企業名001905,Oグループ,通販,九州,303937,38276
001906,企業名001906,Nグループ,通販,関西,4241586,18088
001907,企業名001907,Sグループ,倉庫,関東,892520,94879
001908,企業名001908,Fグループ,通販,九州,589211,49352
001909,企業名001909,Pグループ,旅行,東北,2777667,78155
001910,企業名001910,Fグループ,自動車,九州,897056,3638
001911,企業名001911,Rグループ,旅行,東北,3465010,50922
001912,企業名001912,Iグループ,倉庫,東海,152221,90679
001913,企業名001913,Aグループ,出版,北陸,2776601,10592
001914,企業名001914,Zグループ,食品,九州,4848126,2191
001915,企業名001915,Kグループ,食品,東北,3536424,94786
001916,企業名001916,Rグループ,衣料品,関東,1070811,31214
001917,企業名001917,Qグループ,IT,東海,1153229,505
001918,企業名001918,Fグループ,衣料品,北海道,3649178,36798
001919,企業名001919,Gグループ,旅行,九州,4316163,55832
001920,企業名001920,Nグループ,出版,四国,4938603,28246
001921,企業名001921,Gグループ,食品,北海道,4819454,52395
001922,企業名001922,Uグループ,医療,北海道,1471621,48719
001923,企業名001923,Tグループ,医療,九州,2612057,13515
001924,企業名001924,Rグループ,金融,北海道,3133452,43860
001925,企業名001925,Oグループ,医療,関西,4310656,31377
001926,企業名001926,Dグループ,自動車,関西,1049026,58547
001927,企業名001927,Oグループ,食品,東海,3378510,25323
001928,企業名001928,Pグループ,衣料品,東北,4107557,90347
001929,企業名001929,Hグループ,医療,北海道,299664,20517
001930,企業名001930,Dグループ,通販,山陽,490846,43760
001931,企業名001931,Aグループ,IT,東北,4494744,35191
001932,企業名001932,Kグループ,医療,東海,3549482,89902
001933,企業名001933,Gグループ,出版,山陽,1789102,67086
001934,企業名001934,Xグループ,倉庫,北海道,3929180,54278
001935,企業名001935,Hグループ,流通,北海道,295275,81507
001936,企業名001936,Fグループ,出版,九州,2193884,40188
001937,企業名001937,Xグループ,衣料品,北海道,4212573,88149
001938,企業名001938,Pグループ,IT,関東,2087820,58556
001939,企業名001939,Qグループ,医療,山陽,2644164,61817
001940,企業名001940,Dグループ,出版,北海道,4308844,6654
001941,企業名001941,Dグループ,医療,関東,4824248,71125
001942,企業名001942,Yグループ,通販,九州,2635831,69834
001943,企業名001943,Eグループ,医療,四国,4980114,16346
001944,企業名001944,Wグループ,医療,北海道,455804,52286
001945,企業名001945,Pグループ,金融,北海道,4568491,10479
001946,企業名001946,Xグループ,自動車,九州,4972665,10368
001947,企業名001947,Xグループ,食品,北陸,4581823,86017
001948,企業名001948,Gグループ,IT,関東,4182978,56766
001949,企業名001949,Aグループ,医療,東北,405585,45847
001950,企業名001950,Dグループ,衣料品,関東,3402539,3829
001951,企業名001951,Eグループ,医療,東北,2546717,70885
001952,企業名001952,Nグループ,IT,山陽,1363977,77240
001953,企業名001953,Kグループ,衣料品,東海,1438316,32942
001954,企業名001954,Xグループ,自動車,四国,2448443,57035
001955,企業名001955,Rグループ,医療,山陽,4751596,1721
001956,企業名001956,Lグループ,出版,九州,3766549,34677
001957,企業名001957,Hグループ,旅行,東北,1278272,31373
001958,企業名001958,Iグループ,衣料品,山陽,451355,75293
001959,企業名001959,Qグループ,衣料品,北陸,2330567,86577
001960,企業名001960,Wグループ,食品,北陸,738723,83301
001961,企業名001961,Gグループ,通販,東海,844425,30202
001962,企業名001962,Fグループ,医療,九州,1845074,36907
001963,企業名001963,Cグループ,医療,九州,2126063,72514
001964,企業名001964,Hグループ,倉庫,山陽,3116106,71102
001965,企業名001965,Zグループ,医療,山陽,3441243,62138
001966,企業名001966,Xグループ,金融,山陽,4141427,2493
001967,企業名001967,Uグループ,通販,北海道,364721,39686
001968,企業名001968,Xグループ,IT,東北,1424322,45360
001969,企業名001969,Nグループ,医療,関西,4911705,15779
001970,企業名001970,Iグループ,医療,九州,4557544,15924
001971,企業名001971,Yグループ,自動車,東海,3167217,17819
001972,企業名001972,Mグループ,流通,東海,152191,68966
001973,企業名001973,Pグループ,自動車,北陸,4140558,51789
001974,企業名001974,Rグループ,出版,関西,2011690,59952
001975,企業名001975,Kグループ,食品,関東,1803929,88199
001976,企業名001976,Uグループ,通販,北海道,2302650,39032
001977,企業名001977,Iグループ,出版,四国,3508649,27396
001978,企業名001978,Bグループ,倉庫,北海道,4686032,12602
001979,企業名001979,Tグループ,通販,関東,792347,29338
001980,企業名001980,Fグループ,IT,北陸,3812044,84748
001981,企業名001981,Hグループ,流通,四国,4384724,66267
001982,企業名001982,Rグループ,衣料品,北海道,4015297,34706
001983,企業名001983,Vグループ,倉庫,四国,1674722,36592
001984,企業名001984,Gグループ,出版,北陸,3610039,68140
001985,企業名001985,Hグループ,医療,北海道,2294708,79008
001986,企業名001986,Xグループ,通販,関東,986823,66740
001987,企業名001987,Rグループ,旅行,北陸,4350232,35889
001988,企業名001988,Qグループ,IT,四国,2783491,45569
001989,企業名001989,Aグループ,通販,九州,2446587,86632
001990,企業名001990,Eグループ,衣料品,北陸,1569409,48132
001991,企業名001991,Cグループ,旅行,関東,1514001,52758
001992,企業名001992,Wグループ,衣料品,九州,4975938,84333
001993,企業名001993,Uグループ,IT,四国,4739049,36999
001994,企業名001994,Iグループ,倉庫,関西,2150069,60889
001995,企業名001995,Bグループ,IT,関西,648981,69834
001996,企業名001996,Fグループ,旅行,北海道,2535792,46407
001997,企業名001997,Tグループ,食品,北陸,4579938,90111
001998,企業名001998,Mグループ,IT,北陸,1392641,59526
001999,企業名001999,Qグループ,倉庫,北海道,3754187,37674
002000,企業名002000,Qグループ,金融,東北,4781626,51440
002001,企業名002001,Lグループ,食品,四国,3672809,32594
002002,企業名002002,Gグループ,IT,九州,3538732,90755
002003,企業名002003,Pグループ,医療,山陽,2222018,42858
002004,企業名002004,Pグループ,医療,東海,2577561,68307
002005,企業名002005,Tグループ,IT,関東,2705467,95189
002006,企業名002006,Mグループ,食品,九州,31645,28955
002007,企業名002007,Wグループ,出版,関西,4728410,69589
002008,企業名002008,Wグループ,IT,北陸,3505563,18650
002009,企業名002009,Tグループ,医療,関西,4419783,57730
002010,企業名002010,Uグループ,医療,東北,3178791,7248
002011,企業名002011,Hグループ,旅行,山陽,4604879,84432
002012,企業名002012,Cグループ,旅行,四国,3494591,28172
002013,企業名002013,Pグループ,出版,山陽,1894923,58090
002014,企業名002014,Fグループ,倉庫,関東,3061119,46250
002015,企業名002015,Dグループ,医療,東海,1360550,25084
002016,企業名002016,Fグループ,出版,関西,3403322,42244
002017,企業名002017,Zグループ,倉庫,山陽,3185160,41925
002018,企業名002018,Dグループ,自動車,北陸,2126796,66686
002019,企業名002019,Jグループ,自動車,北海道,4880562,70135
002020,企業名002020,Xグループ,出版,東北,2879834,25036
002021,企業名002021,Lグループ,出版,九州,2908134,62503
002022,企業名002022,Hグループ,倉庫,九州,1924890,6554
002023,企業名002023,Dグループ,倉庫,東海,3032638,1597
002024,企業名002024,Sグループ,旅行,九州,4126854,2615
002025,企業名002025,Zグループ,流通,山陽,1462819,66225
002026,企業名002026,Zグループ,自動車,関西,3279722,4716
002027,企業名002027,Qグループ,通販,四国,1716829,65232
002028,企業名002028,Rグループ,金融,東海,2562656,49468
002029,企業名002029,Cグループ,通販,関西,1847605,62208
002030,企業名002030,Jグループ,衣料品,北海道,1562345,7283
002031,企業名002031,Dグループ,自動車,山陽,1431311,84752
002032,企業名002032,Jグループ,医療,北陸,1463368,84207
002033,企業名002033,Aグループ,金融,東北,3148160,72966
002034,企業名002034,Fグループ,出版,四国,4147708,71742
002035,企業名002035,Dグループ,倉庫,四国,310538,14632
002036,企業名002036,Aグループ,出版,北海道,4481662,73274
002037,企業名002037,Jグループ,旅行,関西,4306674,8467
002038,企業名002038,Tグループ,医療,北海道,2322228,74273
002039,企業名002039,Cグループ,IT,東北,4982249,86887
002040,企業名002040,Zグループ,衣料品,関西,3943267,48953
002041,企業名002041,Eグループ,通販,北陸,1336891,80559
002042,企業名002042,Iグループ,出版,九州,2201443,28087
002043,企業名002043,Bグループ,金融,東海,606769,28488
002044,企業名002044,Xグループ,旅行,九州,3538205,41492
002045,企業名002045,Nグループ,金融,山陽,2652584,52839
002046,企業名002046,Sグループ,衣料品,北陸,1739979,8273
002047,企業名002047,Sグループ,倉庫,東北,3529982,23727
002048,企業名002048,Eグループ,出版,関東,3026837,1174
002049,企業名002049,Jグループ,旅行,九州,1059999,93249
002050,企業名002050,Lグループ,衣料品,関東,4791919,53630
002051,企業名002051,Uグループ,流通,北陸,2699021,84879
002052,企業名002052,Kグループ,通販,山陽,4187678,24075
002053,企業名002053,Qグループ,金融,四国,3576949,8558
002054,企業名002054,Tグループ,流通,東海,1166792,82451
002055,企業名002055,Bグループ,倉庫,関西,2100260,34988
002056,企業名002056,Fグループ,医療,北陸,2813747,2935
002057,企業名002057,Eグループ,食品,北陸,3855788,21882
002058,企業名002058,Iグループ,流通,山陽,301974,42683
002059,企業名002059,Qグループ,食品,北海道,3426973,36185
002060,企業名002060,Mグループ,衣料品,東海,3438429,34738
002061,企業名002061,Fグループ,自動車,九州,7626,9346
002062,企業名002062,Fグループ,旅行,山陽,3857489,15288
002063,企業名002063,Pグループ,通販,北海道,3944784,95
002064,企業名002064,Fグループ,出版,東海,3943024,36640
002065,企業名002065,Bグループ,IT,東北,4555283,41507
002066,企業名002066,Gグループ,医療,北陸,2374522,14808
002067,企業名002067,Pグループ,医療,九州,713822,59451
002068,企業名002068,Kグループ,食品,東海,2445425,71726
002069,企業名002069,Sグループ,通販,山陽,2069607,24203
002070,企業名002070,Gグループ,IT,九州,4263443,73588
002071,企業名002071,Zグループ,IT,北海道,4216090,57059
002072,企業名002072,Rグループ,金融,九州,2617367,19175
002073,企業名002073,Zグループ,金融,関東,4567030,40334
002074,企業名002074,Pグループ,IT,九州,2712871,86082
002075,企業名002075,Iグループ,流通,北陸,4838547,88100
002076,企業名002076,Gグループ,医療,関西,2071274,68981
002077,企業名002077,Wグループ,衣料品,九州,1466080,2294
002078,企業名002078,Rグループ,旅行,東北,2087687,95195
002079,企業名002079,Nグループ,旅行,東海,1061245,91594
002080,企業名002080,Mグループ,医療,四国,2009099,93300
002081,企業名002081,Yグループ,金融,北海道,1217067,71672
002082,企業名002082,Dグループ,倉庫,北海道,260499,95431
002083,企業名002083,Qグループ,通販,関東,678015,97629
002084,企業名002084,Oグループ,通販,四国,3140178,9137
002085,企業名002085,Kグループ,旅行,九州,2947485,73311
002086,企業名002086,Zグループ,流通,北海道,4369008,43461
002087,企業名002087,Wグループ,医療,東北,4875670,29701
002088,企業名002088,Dグループ,医療,関東,2432718,47105
002089,企業名002089,Uグループ,倉庫,北陸,2632760,61223
002090,企業名002090,Jグループ,通販,関東,4625244,45079
002091,企業名002091,Nグループ,通販,四国,4921319,94634
002092,企業名002092,Uグループ,食品,東北,3647852,68348
002093,企業名002093,Mグループ,旅行,四国,348179,24232
002094,企業名002094,Gグループ,流通,関東,1628827,11083
002095,企業名002095,Pグループ,流通,四国,4115298,86713
002096,企業名002096,Jグループ,通販,四国,1246263,345
002097,企業名002097,Mグループ,出版,関西,1926421,95052
002098,企業名002098,Uグループ,自動車,関東,3175245,80261
002099,企業名002099,Uグループ,旅行,関西,4477842,64038
002100,企業名002100,Dグループ,IT,北陸,2456439,3875
002101,企業名002101,Iグループ,金融,関西,4467021,49952
002102,企業名002102,Pグループ,流通,関西,3303709,27497
002103,企業名002103,Pグループ,衣料品,東海,2364738,24522
002104,企業名002104,Tグループ,衣料品,関東,3047353,48602
002105,企業名002105,Yグループ,食品,山陽,4802094,97826
002106,企業名002106,Qグループ,衣料品,北陸,3156440,57157
002107,企業名002107,Lグループ,自動車,関東,4516682,82026
002108,企業名002108,Qグループ,金融,東海,2161451,20805
002109,企業名002109,Yグループ,自動車,九州,262888,65884
002110,企業名002110,Zグループ,金融,北海道,4834584,50619
002111,企業名002111,Cグループ,医療,山陽,1428216,33524
002112,企業名002112,Tグループ,医療,九州,2939490,2036
002113,企業名002113,Qグループ,流通,九州,882336,17293
002114,企業名002114,Qグループ,出版,北海道,3281692,50253
002115,企業名002115,Eグループ,食品,東北,4239130,89254
002116,企業名002116,Bグループ,自動車,山陽,3421946,27219
002117,企業名002117,Nグループ,倉庫,山陽,1688784,34720
002118,企業名002118,Mグループ,流通,関東,1830774,51138
002119,企業名002119,Dグループ,通販,東海,1045672,43020
002120,企業名002120,Wグループ,流通,北陸,919961,76137
002121,企業名002121,Mグループ,医療,関東,4624953,22940
002122,企業名002122,Vグループ,旅行,東海,3061664,24086
002123,企業名002123,Sグループ,旅行,四国,3114255,76389
002124,企業名002124,Eグループ,衣料品,関西,4097297,66639
002125,企業名002125,Jグループ,流通,関東,1189829,64119
002126,企業名002126,Eグループ,衣料品,北海道,641964,50846
002127,企業名002127,Pグループ,旅行,九州,3939098,6467
002128,企業名002128,Uグループ,IT,関東,3453407,35148
002129,企業名002129,Uグループ,流通,四国,4812027,31975
002130,企業名002130,Vグループ,旅行,関西,269334,80505
002131,企業名002131,Iグループ,出版,東海,4605945,64301
002132,企業名002132,Fグループ,医療,関西,4588180,56783
002133,企業名002133,Hグループ,医療,東北,3093274,88118
002134,企業名002134,Qグループ,金融,九州,4746680,43187
002135,企業名002135,Eグループ,倉庫,東海,4611828,1827
002136,企業名002136,Bグループ,IT,北海道,3327247,98756
002137,企業名002137,Kグループ,倉庫,四国,2699351,7505
002138,企業名002138,Rグループ,医療,関東,2713113,79828
002139,企業名002139,Kグループ,衣料品,北陸,1460330,12828
002140,企業名002140,Dグループ,医療,東海,1784228,53176
002141,企業名002141,Hグループ,通販,山陽,2032882,58589
002142,企業名002142,Mグループ,食品,北海道,1557091,39399
002143,企業名002143,Nグループ,旅行,東北,1656066,64367
002144,企業名002144,Bグループ,IT,北海道,446110,24969
002145,企業名002145,Oグループ,倉庫,北海道,664499,486
002146,企業名002146,Eグループ,医療,関東,1604079,3716
002147,企業名002147,Bグループ,旅行,九州,3496563,47308
002148,企業名002148,Lグループ,衣料品,東北,427036,70564
002149,企業名002149,Rグループ,食品,九州,3554115,99605
002150,企業名002150,Cグループ,IT,四国,4187199,16607
002151,企業名002151,Mグループ,食品,山陽,4865071,60390
002152,企業名002152,Pグループ,衣料品,東北,3985178,62435
002153,企業名002153,Vグループ,自動車,北陸,876710,40125
002154,企業名002154,Hグループ,衣料品,北陸,1418119,73003
002155,企業名002155,Iグループ,食品,東北,2773483,21424
002156,企業名002156,Xグループ,通販,関東,2047119,76991
002157,企業名002157,Iグループ,旅行,関東,4598421,15794
002158,企業名002158,Tグループ,食品,東海,3642984,60999
002159,企業名002159,Jグループ,医療,九州,2256650,21856
002160,企業名002160,Wグループ,衣料品,四国,3457326,51407
002161,企業名002161,Mグループ,流通,四国,3114680,46999
002162,企業名002162,Hグループ,倉庫,東北,3932987,51209
002163,企業名002163,Cグループ,衣料品,東北,879593,11380
002164,企業名002164,Zグループ,出版,関西,3253963,58307
002165,企業名002165,Rグループ,通販,東北,1272129,61073
