ID,企業名,グループ,業種,地域,残高,収益
000486,企業名000486,Gグループ,出版,東海,4685897,68242
000487,企業名000487,Zグループ,衣料品,東海,4044359,6922
000488,企業名000488,Sグループ,医療,四国,2222690,78001
000489,企業名000489,Rグループ,IT,九州,4136067,1288
000490,企業名000490,Xグループ,自動車,東北,3356735,77802
000491,企業名000491,Dグループ,IT,東北,3505288,30345
000492,企業名000492,Cグループ,食品,関西,4537259,65599
000493,企業名000493,Vグループ,衣料品,東海,1930694,72825
000494,企業名000494,Uグループ,旅行,山陽,239755,74839
000495,企業名000495,Nグループ,倉庫,山陽,2813218,63799
000496,企業名000496,Xグループ,金融,北海道,1026140,45116
000497,企業名000497,Xグループ,流通,山陽,4307859,68549
000498,企業名000498,Mグループ,旅行,東海,1958093,48008
000499,企業名000499,Tグループ,流通,北陸,4244746,30977
000500,企業名000500,Bグループ,衣料品,九州,4060796,81872
000501,企業名000501,Bグループ,出版,北陸,4342412,12870
000502,企業名000502,Xグループ,出版,関東,1815193,51623
000503,企業名000503,Fグループ,通販,九州,3796864,64396
000504,企業名000504,Cグループ,旅行,東海,550517,38917
000505,企業名000505,Lグループ,旅行,九州,2132311,64336
000506,企業名000506,Sグループ,IT,四国,3024441,48947
000507,企業名000507,Wグループ,倉庫,東海,531276,25828
000508,企業名000508,Dグループ,出版,九州,4387232,62198
000509,企業名000509,Xグループ,食品,関西,49451,18964
000510,企業名000510,Dグループ,自動車,四国,1106639,42553
000511,企業名000511,Tグループ,流通,関西,2651607,98034
000512,企業名000512,Kグループ,出版,北海道,4011711,86900
000513,企業名000513,Uグループ,食品,関西,3666490,40581
000514,企業名000514,Oグループ,金融,関東,1968980,91827
000515,企業名000515,Wグループ,流通,山陽,2096357,73385
000516,企業名000516,Yグループ,自動車,東海,1988870,73554
000517,企業名000517,Rグループ,衣料品,四国,1671993,14102
000518,企業名000518,Pグループ,倉庫,東北,357376,90778
000519,企業名000519,Uグループ,衣料品,東海,4725743,61149
000520,企業名000520,Mグループ,食品,九州,4273942,57425
000521,企業名000521,Jグループ,流通,北海道,895308,67453
000522,企業名000522,Dグループ,流通,関西,4457222,51077
000523,企業名000523,Hグループ,倉庫,北陸,4747549,41457
000524,企業名000524,Sグループ,流通,九州,849480,63686
000525,企業名000525,Aグループ,通販,北海道,2427597,20504
000526,企業名000526,Vグループ,食品,関西,3805242,66020
000527,企業名000527,Lグループ,出版,山陽,4143777,47179
000528,企業名000528,Jグループ,通販,関西,86947,79304
000529,企業名000529,Gグループ,出版,北海道,149564,97514
000530,企業名000530,Dグループ,衣料品,北陸,3561489,57335
000531,企業名000531,Gグループ,衣料品,東海,2006895,36197
000532,企業名000532,Kグループ,医療,北陸,4649258,59127
000533,企業名000533,Tグループ,倉庫,九州,4411264,91426
000534,企業名000534,Mグループ,流通,関東,30853,50984
000535,企業名000535,Nグループ,金融,東海,3852506,85922
000536,企業名000536,Aグループ,流通,北陸,2248468,13255
000537,企業名000537,Aグループ,旅行,山陽,119836,47641
000538,企業名000538,Iグループ,旅行,九州,1288341,18568
000539,企業名000539,Gグループ,自動車,東海,4127881,44220
000540,企業名000540,Pグループ,衣料品,東海,3930393,79851
000541,企業名000541,Wグループ,金融,四国,3658414,48789
000542,企業名000542,Zグループ,通販,東海,3687717,81350
000543,企業名000543,Yグループ,衣料品,九州,751318,27766
000544,企業名000544,Eグループ,医療,山陽,3547045,57180
000545,企業名000545,Bグループ,旅行,北海道,819937,50638
000546,企業名000546,Mグループ,通販,東海,3689094,36459
000547,企業名000547,Lグループ,自動車,四国,4350728,30386
000548,企業名000548,Sグループ,衣料品,山陽,509612,33993
000549,企業名000549,Rグループ,IT,四国,721780,51660
000550,企業名000550,Hグループ,自動車,関西,2624211,34706
000551,企業名000551,Tグループ,出版,北陸,3543143,320
000552,企業名000552,Pグループ,食品,東海,1864346,45530
000553,企業名000553,Aグループ,通販,関東,906530,33290
000554,企業名000554,Nグループ,食品,東北,2275574,24515
000555,企業名000555,Jグループ,衣料品,北陸,2989438,1841
000556,企業名000556,Kグループ,衣料品,九州,3240101,59677
000557,企業名000557,Uグループ,倉庫,関東,1760560,65211
000558,企業名000558,Nグループ,金融,四国,1496136,55342
000559,企業名000559,Uグループ,食品,北海道,2042030,33416
000560,企業名000560,Pグループ,通販,東海,2860801,10387
000561,企業名000561,Bグループ,通販,山陽,1892182,2088
000562,企業名000562,Mグループ,通販,東海,3195793,60486
000563,企業名000563,Tグループ,倉庫,東海,4882925,85420
000564,企業名000564,Uグループ,通販,東海,1617584,58003
000565,企業名000565,Jグループ,自動車,九州,4378694,31731
000566,企業名000566,Jグループ,金融,東北,942322,65460
000567,企業名000567,Cグループ,医療,北海道,3432670,95131
000568,企業名000568,Uグループ,通販,九州,3344884,31644
000569,企業名000569,Mグループ,旅行,東北,3607064,475
000570,企業名000570,Zグループ,金融,東北,4448604,44955
000571,企業名000571,Wグループ,衣料品,東北,4983115,36158
000572,企業名000572,Vグループ,出版,四国,4550178,24921
000573,企業名000573,Lグループ,通販,東海,638103,41852
000574,企業名000574,Dグループ,倉庫,四国,4182459,42603
000575,企業名000575,Eグループ,出版,東海,3394302,12949
000576,企業名000576,Oグループ,IT,関東,303061,82989
000577,企業名000577,Pグループ,食品,山陽,3709284,99985
000578,企業名000578,Oグループ,食品,関西,919221,90461
000579,企業名000579,Tグループ,流通,北陸,2815038,74735
000580,企業名000580,Bグループ,自動車,四国,607291,55039
000581,企業名000581,Iグループ,自動車,関東,3512841,52281
000582,企業名000582,Hグループ,衣料品,関西,4418313,8622
000583,企業名000583,Rグループ,医療,九州,463845,96568
000584,企業名000584,Mグループ,旅行,北陸,1716496,32864
000585,企業名000585,Aグループ,金融,北陸,2077785,49907
000586,企業名000586,Zグループ,流通,北陸,925269,58839
000587,企業名000587,Iグループ,出版,九州,4749214,90927
000588,企業名000588,Hグループ,通販,四国,1301605,33592
000589,企業名000589,Dグループ,通販,山陽,1723587,81383
000590,企業名000590,Uグループ,金融,北海道,4289592,78282
000591,企業名000591,Uグループ,通販,東北,2871741,35602
000592,企業名000592,Vグループ,自動車,東海,3810139,29135
000593,企業名000593,Oグループ,流通,四国,2040375,66306
000594,企業名000594,Mグループ,食品,関西,3007185,49640
000595,企業名000595,Lグループ,医療,四国,2234040,73144
000596,企業名000596,Cグループ,旅行,山陽,4687922,52503
000597,企業名000597,Eグループ,医療,山陽,1071920,54333
000598,企業名000598,Jグループ,倉庫,山陽,437474,8094
000599,企業名000599,Hグループ,食品,関西,857026,99899
000600,企業名000600,Aグループ,自動車,山陽,1674297,57112
000601,企業名000601,Eグループ,食品,九州,475872,10235
000602,企業名000602,Eグループ,旅行,四国,1603732,4319
000603,企業名000603,Vグループ,金融,東海,978822,72303
000604,企業名000604,Dグループ,食品,関西,855649,87156
000605,企業名000605,Pグループ,倉庫,関西,3963193,19853
000606,企業名000606,Uグループ,IT,東海,2450839,64859
000607,企業名000607,Rグループ,通販,東北,2749377,33940
000608,企業名000608,Zグループ,通販,北海道,975666,88250
000609,企業名000609,Iグループ,通販,関東,4974680,40820
000610,企業名000610,Eグループ,衣料品,関東,2341413,4317
000611,企業名000611,Gグループ,IT,山陽,3857850,48995
000612,企業名000612,Rグループ,流通,北海道,3486297,22535
000613,企業名000613,Yグループ,通販,東北,4660685,49121
000614,企業名000614,Bグループ,医療,四国,329700,12611
000615,企業名000615,Uグループ,流通,北海道,4568219,3368
000616,企業名000616,Xグループ,金融,関東,2307164,71638
000617,企業名000617,Fグループ,流通,四国,3413702,6524
000618,企業名000618,Gグループ,IT,東海,1383335,70263
000619,企業名000619,Iグループ,流通,関西,3662578,93037
000620,企業名000620,Rグループ,流通,北海道,2543660,75593
000621,企業名000621,Tグループ,倉庫,関西,853786,17823
000622,企業名000622,Eグループ,医療,四国,709584,56524
000623,企業名000623,Zグループ,通販,九州,4683970,35022
000624,企業名000624,Dグループ,通販,四国,1877078,74768
000625,企業名000625,Fグループ,食品,山陽,87986,15069
000626,企業名000626,Uグループ,衣料品,九州,356435,51443
000627,企業名000627,Xグループ,IT,北陸,2559682,6958
000628,企業名000628,Uグループ,医療,東海,74773,41976
000629,企業名000629,Gグループ,自動車,四国,2872723,25445
000630,企業名000630,Kグループ,自動車,山陽,400153,21883
000631,企業名000631,Iグループ,IT,九州,2735608,43461
000632,企業名000632,Lグループ,旅行,関東,844103,69198
000633,企業名000633,Fグループ,旅行,四国,4510855,26941
000634,企業名000634,Kグループ,自動車,四国,150463,26920
000635,企業名000635,Rグループ,医療,関西,4819696,64468
000636,企業名000636,Gグループ,旅行,北陸,1213754,97681
000637,企業名000637,Mグループ,IT,北海道,2628969,61516
000638,企業名000638,Yグループ,食品,関東,4958331,37643
000639,企業名000639,Eグループ,食品,九州,2235221,19798
000640,企業名000640,Gグループ,金融,北海道,1810274,21462
000641,企業名000641,Eグループ,金融,関東,4865936,70488
000642,企業名000642,Dグループ,IT,四国,4791067,28479
000643,企業名000643,Tグループ,倉庫,山陽,1527280,56884
000644,企業名000644,Mグループ,通販,九州,994346,9333
000645,企業名000645,Xグループ,自動車,東海,1999187,37416
000646,企業名000646,Hグループ,通販,関西,631145,29797
000647,企業名000647,Wグループ,IT,北陸,2380735,949
000648,企業名000648,Qグループ,食品,関西,3382372,50929
000649,企業名000649,Cグループ,食品,東海,2737724,77128
000650,企業名000650,Mグループ,自動車,北陸,505774,14550
000651,企業名000651,Pグループ,衣料品,四国,1321965,85296
000652,企業名000652,Oグループ,倉庫,山陽,2006815,41542
000653,企業名000653,Gグループ,食品,関東,1013065,6822
000654,企業名000654,Tグループ,倉庫,九州,3496721,31878
000655,企業名000655,Mグループ,金融,東海,3766577,24735
000656,企業名000656,Dグループ,食品,東海,4658836,62444
000657,企業名000657,Kグループ,衣料品,関東,3704155,71037
000658,企業名000658,Hグループ,IT,東北,1951325,72761
000659,企業名000659,Kグループ,衣料品,山陽,4682050,11730
000660,企業名000660,Kグループ,金融,北海道,731708,55560
000661,企業名000661,Kグループ,医療,関東,1681474,75149
000662,企業名000662,Rグループ,旅行,九州,166748,83870
000663,企業名000663,Hグループ,医療,北海道,2279414,33181
000664,企業名000664,Mグループ,IT,北海道,599169,9747
000665,企業名000665,Iグループ,出版,関西,495521,20996
000666,企業名000666,Cグループ,医療,四国,3727267,45225
000667,企業名000667,Uグループ,IT,関西,592698,96687
000668,企業名000668,Iグループ,衣料品,山陽,1317968,59363
000669,企業名000669,Aグループ,出版,東海,636667,15166
000670,企業名000670,Hグループ,衣料品,九州,448236,23662
000671,企業名000671,Vグループ,IT,九州,2847212,18431
000672,企業名000672,Bグループ,衣料品,関東,3906440,38646
000673,企業名000673,Oグループ,IT,北海道,891232,66276
000674,企業名000674,Lグループ,倉庫,北陸,633241,49912
000675,企業名000675,Bグループ,衣料品,東北,4286101,23013
000676,企業名000676,Fグループ,倉庫,四国,2849105,30621
000677,企業名000677,Iグループ,出版,山陽,4422449,32115
000678,企業名000678,Hグループ,出版,山陽,1020379,36615
000679,企業名000679,Nグループ,自動車,九州,984580,13058
000680,企業名000680,Mグループ,旅行,四国,2894411,88453
000681,企業名000681,Dグループ,医療,東海,3921295,88315
000682,企業名000682,Gグループ,医療,四国,1203759,70888
000683,企業名000683,Jグループ,倉庫,北海道,4086212,16508
000684,企業名000684,Aグループ,食品,東北,3483169,88290
000685,企業名000685,Oグループ,通販,山陽,3536163,17538
000686,企業名000686,Hグループ,通販,北陸,463810,6895
000687,企業名000687,Nグループ,倉庫,関西,3121918,94570
000688,企業名000688,Nグループ,出版,北陸,3440570,84469
000689,企業名000689,Wグループ,IT,山陽,1472839,98981
000690,企業名000690,Gグループ,出版,東北,287857,7184
000691,企業名000691,Sグループ,流通,山陽,2045546,92936
000692,企業名000692,Zグループ,食品,九州,4254988,80957
000693,企業名000693,Fグループ,通販,東北,3879506,31803
000694,企業名000694,Pグループ,自動車,東海,440431,11452
000695,企業名000695,Sグループ,IT,山陽,1847279,17256
000696,企業名000696,Tグループ,旅行,関東,3832141,14299
000697,企業名000697,Jグループ,旅行,東海,3169986,65749
000698,企業名000698,Lグループ,食品,九州,3058691,63736
000699,企業名000699,Vグループ,旅行,北海道,422490,71013
000700,企業名000700,Sグループ,倉庫,関東,1627271,15262
000701,企業名000701,Hグループ,医療,関東,4605379,83077
000702,企業名000702,Jグループ,倉庫,関西,4317805,64280
000703,企業名000703,Wグループ,旅行,関西,995964,50132
000704,企業名000704,Rグループ,流通,北陸,3930695,85646
000705,企業名000705,Oグループ,IT,東海,3341084,11258
000706,企業名000706,Nグループ,自動車,北陸,4089765,67834
000707,企業名000707,Zグループ,食品,北陸,1503773,80793
000708,企業名000708,Yグループ,IT,北陸,3719666,21524
000709,企業名000709,Iグループ,IT,東海,595897,16389
000710,企業名000710,Fグループ,金融,山陽,4338048,669
000711,企業名000711,Pグループ,自動車,四国,2243485,42579
000712,企業名000712,Iグループ,出版,四国,2782516,48038
000713,企業名000713,Wグループ,旅行,北陸,4616532,86619
000714,企業名000714,Mグループ,衣料品,山陽,4973359,93185
000715,企業名000715,Aグループ,食品,関西,4438891,71669
000716,企業名000716,Uグループ,食品,関西,1380182,46897
000717,企業名000717,Yグループ,IT,山陽,3032765,86647
000718,企業名000718,Cグループ,旅行,北陸,697189,21401
000719,企業名000719,Cグループ,出版,東北,1745373,3122
000720,企業名000720,Wグループ,倉庫,九州,474604,14497
000721,企業名000721,Uグループ,金融,山陽,3476617,3322
000722,企業名000722,Kグループ,旅行,九州,847765,35275
000723,企業名000723,Aグループ,自動車,四国,1356654,70132
000724,企業名000724,Kグループ,自動車,東北,4833064,24747
000725,企業名000725,Rグループ,旅行,北陸,1351768,85522
000726,企業名000726,Wグループ,金融,東北,3731926,63657
000727,企業名000727,Kグループ,旅行,関東,954518,45513
000728,企業名000728,Lグループ,旅行,関西,4439118,56442
000729,企業名000729,Kグループ,IT,北陸,3563071,21268
000730,企業名000730,Mグループ,金融,関西,3671332,30664
000731,企業名000731,Gグループ,自動車,関西,2742660,57018
000732,企業名000732,Vグループ,医療,北陸,1926724,87542
000733,企業名000733,Nグループ,自動車,北海道,1334100,46471
000734,企業名000734,Oグループ,自動車,山陽,2629315,69822
000735,企業名000735,Hグループ,衣料品,北陸,3854071,62425
000736,企業名000736,Qグループ,出版,関東,1364932,34193
000737,企業名000737,Tグループ,食品,東海,3109273,62495
000738,企業名000738,Hグループ,旅行,関東,258946,75642
000739,企業名000739,Wグループ,IT,関東,3872379,85045
000740,企業名000740,Lグループ,金融,北陸,832370,57421
000741,企業名000741,Dグループ,衣料品,関東,2082240,834
000742,企業名000742,Rグループ,食品,関西,388761,79069
000743,企業名000743,Jグループ,倉庫,北海道,1709056,94861
000744,企業名000744,Qグループ,医療,北海道,4659141,20840
000745,企業名000745,Oグループ,自動車,関東,1012189,8778
000746,企業名000746,Rグループ,旅行,関東,3233201,63061
000747,企業名000747,Xグループ,IT,東北,800661,58271
000748,企業名000748,Yグループ,倉庫,九州,1675107,93832
000749,企業名000749,Xグループ,IT,九州,788651,44199
000750,企業名000750,Aグループ,衣料品,九州,2362047,72216
000751,企業名000751,Kグループ,金融,関東,766658,38332
000752,企業名000752,Hグループ,自動車,東北,2117070,56514
000753,企業名000753,Kグループ,出版,北海道,3466613,96768
000754,企業名000754,Qグループ,自動車,九州,1408588,54750
000755,企業名000755,Rグループ,食品,北陸,1756995,85914
000756,企業名000756,Vグループ,食品,北陸,140404,13380
000757,企業名000757,Dグループ,倉庫,山陽,1573222,96790
000758,企業名000758,Uグループ,衣料品,四国,2127124,13816
000759,企業名000759,Lグループ,流通,九州,903393,58020
000760,企業名000760,Hグループ,倉庫,九州,4337383,30595
000761,企業名000761,Uグループ,出版,北陸,4218603,28453
000762,企業名000762,Gグループ,医療,東海,4157832,84109
000763,企業名000763,Lグループ,衣料品,関西,826475,68593
000764,企業名000764,Hグループ,医療,関西,2143914,21760
000765,企業名000765,Uグループ,通販,東北,1343172,29575
000766,企業名000766,Xグループ,通販,九州,2145074,27732
000767,企業名000767,Cグループ,IT,山陽,3632787,2896
000768,企業名000768,Fグループ,旅行,関西,3515812,51924
000769,企業名000769,Xグループ,食品,北海道,2970794,8406
000770,企業名000770,Aグループ,金融,九州,635124,47436
000771,企業名000771,Uグループ,金融,九州,3644900,87357
000772,企業名000772,Tグループ,流通,関西,1235252,12892
000773,企業名000773,Oグループ,食品,関東,4951130,38958
000774,企業名000774,Lグループ,旅行,東海,2836013,73528
000775,企業名000775,Rグループ,出版,九州,3668000,83411
000776,企業名000776,Jグループ,医療,九州,1725408,17790
000777,企業名000777,Zグループ,食品,関西,3191233,35149
000778,企業名000778,Jグループ,金融,北陸,3401209,55544
000779,企業名000779,Uグループ,旅行,九州,4439350,10942
000780,企業名000780,Iグループ,医療,東北,3283627,74554
000781,企業名000781,Oグループ,出版,北陸,3304577,80279
000782,企業名000782,Mグループ,出版,山陽,3369875,81377
000783,企業名000783,Pグループ,倉庫,関西,490081,32363
000784,企業名000784,Hグループ,医療,山陽,4145539,58444
000785,企業名000785,Fグループ,出版,北海道,3942112,3898
000786,企業名000786,Yグループ,金融,東北,2175450,64157
000787,企業名000787,Xグループ,倉庫,北海道,820445,52317
000788,企業名000788,Aグループ,食品,東海,4728149,58430
000789,企業名000789,Jグループ,倉庫,東海,2755536,34155
000790,企業名000790,Lグループ,出版,四国,4064878,15325
000791,企業名000791,Uグループ,医療,四国,2391683,10622
000792,企業名000792,Bグループ,通販,九州,3779453,60332
000793,企業名000793,Rグループ,医療,山陽,4410586,22603
000794,企業名000794,Dグループ,衣料品,関西,3632628,14555
000795,企業名000795,Tグループ,流通,四国,2835332,48240
000796,企業名000796,Kグループ,通販,関西,319709,87151
000797,企業名000797,Eグループ,衣料品,関西,2496677,55273
000798,企業名000798,Iグループ,食品,東海,2677245,11917
000799,企業名000799,Kグループ,自動車,関西,4366915,93343
000800,企業名000800,Vグループ,衣料品,北海道,4641481,40620
000801,企業名000801,Oグループ,衣料品,九州,3476899,84836
000802,企業名000802,Hグループ,医療,九州,3902591,69093
000803,企業名000803,Eグループ,流通,関東,1052107,19797
000804,企業名000804,Jグループ,出版,関東,2234012,26901
000805,企業名000805,Cグループ,倉庫,北海道,836379,2413
000806,企業名000806,Lグループ,通販,東海,1683838,2309
000807,企業名000807,Tグループ,自動車,関西,3423921,27082
000808,企業名000808,Fグループ,通販,関西,788395,42142
000809,企業名000809,Rグループ,食品,九州,4897233,78759
000810,企業名000810,Fグループ,医療,九州,3746571,42942
000811,企業名000811,Qグループ,出版,山陽,2350403,87061
000812,企業名000812,Mグループ,自動車,関西,1297107,57787
000813,企業名000813,Jグループ,医療,東北,401490,94284
000814,企業名000814,Sグループ,自動車,東海,3813415,44008
000815,企業名000815,Kグループ,医療,北海道,4264878,34243
000816,企業名000816,Cグループ,旅行,四国,646641,56085
000817,企業名000817,Sグループ,衣料品,関東,169117,21389
000818,企業名000818,Wグループ,衣料品,東北,574467,16731
000819,企業名000819,Rグループ,倉庫,山陽,3697903,38115
000820,企業名000820,Bグループ,医療,東海,3653422,62508
000821,企業名000821,Oグループ,自動車,北海道,3090220,93525
000822,企業名000822,Tグループ,金融,関西,1056103,20557
000823,企業名000823,Yグループ,通販,東北,4644976,95579
000824,企業名000824,Oグループ,倉庫,関東,3410933,30663
000825,企業名000825,Kグループ,倉庫,関西,1703520,86250
000826,企業名000826,Hグループ,出版,東海,2382893,20102
000827,企業名000827,Cグループ,出版,山陽,4544962,9466
000828,企業名000828,Uグループ,通販,九州,1900290,27576
000829,企業名000829,Hグループ,IT,関東,1989771,54289
000830,企業名000830,Yグループ,食品,東海,330793,59006
000831,企業名000831,Pグループ,食品,九州,244090,18122
000832,企業名000832,Kグループ,食品,関西,2839320,75690
000833,企業名000833,Mグループ,衣料品,四国,2503384,65837
000834,企業名000834,Vグループ,金融,東北,549479,35575
000835,企業名000835,Fグループ,食品,東北,770725,74081
000836,企業名000836,Pグループ,金融,関西,3970255,26733
000837,企業名000837,Cグループ,旅行,東海,1313366,81699
000838,企業名000838,Fグループ,旅行,九州,2701521,94325
000839,企業名000839,Pグループ,金融,北海道,3202662,45973
000840,企業名000840,Uグループ,旅行,東北,376776,53113
000841,企業名000841,Bグループ,旅行,東海,3967779,92093
000842,企業名000842,Kグループ,自動車,四国,627947,11419
000843,企業名000843,Kグループ,食品,東海,4620592,27882
000844,企業名000844,Iグループ,医療,北海道,503230,29599
000845,企業名000845,Vグループ,IT,北海道,3659699,32169
000846,企業名000846,Hグループ,自動車,山陽,3616572,8352
000847,企業名000847,Vグループ,自動車,四国,672733,65737
000848,企業名000848,Qグループ,自動車,東海,4855739,83535
000849,企業名000849,Wグループ,流通,関西,4723072,76701
000850,企業名000850,Dグループ,流通,関西,4384204,42222
000851,企業名000851,Tグループ,金融,関東,1504365,42606
000852,企業名000852,Dグループ,医療,関西,2278436,7683
000853,企業名000853,Hグループ,IT,九州,4986636,11961
000854,企業名000854,Qグループ,出版,関西,798596,96636
000855,企業名000855,Gグループ,自動車,関西,2690587,97245
000856,企業名000856,Cグループ,衣料品,北海道,4461169,29512
000857,企業名000857,Lグループ,旅行,北陸,919826,74280
000858,企業名000858,Nグループ,通販,関東,1613110,78018
000859,企業名000859,Vグループ,倉庫,北陸,1236506,3026
000860,企業名000860,Uグループ,IT,四国,1085372,23181
000861,企業名000861,Fグループ,通販,九州,933324,51492
000862,企業名000862,Xグループ,出版,四国,643002,80378
000863,企業名000863,Vグループ,食品,関西,1278766,52180
000864,企業名000864,Aグループ,医療,四国,3501941,66725
000865,企業名000865,Lグループ,通販,北陸,1834206,93012
000866,企業名000866,Bグループ,通販,九州,2919537,43735
000867,企業名000867,Sグループ,金融,四国,4472102,70853
000868,企業名000868,Pグループ,食品,東海,171248,90871
000869,企業名000869,Bグループ,流通,北陸,4371168,95669
000870,企業名000870,Zグループ,流通,北海道,2663977,67391
000871,企業名000871,Fグループ,自動車,関西,194101,79640
000872,企業名000872,Uグループ,出版,東北,3958300,15302
000873,企業名000873,Jグループ,IT,北海道,2144009,58579
000874,企業名000874,Dグループ,旅行,東海,4408798,13859
000875,企業名000875,Vグループ,流通,東北,343856,47104
000876,企業名000876,Wグループ,食品,北陸,3258897,98043
000877,企業名000877,Jグループ,IT,四国,1580984,40914
000878,企業名000878,Nグループ,通販,北海道,1886425,48029
000879,企業名000879,Uグループ,食品,北海道,225251,55104
000880,企業名000880,Xグループ,医療,九州,3599300,26543
000881,企業名000881,Yグループ,旅行,関東,1003229,79885
000882,企業名000882,Lグループ,流通,東北,1848887,35113
000883,企業名000883,Cグループ,医療,山陽,2820940,46787
000884,企業名000884,Bグループ,流通,東海,3890009,66325
000885,企業名000885,Sグループ,医療,関西,3373765,44825
000886,企業名000886,Oグループ,衣料品,関西,363977,92477
000887,企業名000887,Hグループ,旅行,山陽,3573434,77450
000888,企業名000888,Bグループ,出版,東海,3357590,94917
000889,企業名000889,Mグループ,IT,山陽,4485123,29255
000890,企業名000890,Rグループ,自動車,山陽,1417555,7139
000891,企業名000891,Wグループ,通販,関東,4716288,94110
000892,企業名000892,Qグループ,医療,四国,981360,17188
000893,企業名000893,Uグループ,IT,山陽,4983354,5732
000894,企業名000894,Rグループ,流通,関西,99763,90166
000895,企業名000895,Kグループ,医療,東北,563282,17761
000896,企業名000896,Qグループ,出版,北陸,3017860,80912
000897,企業名000897,Aグループ,倉庫,東海,2300232,99711
000898,企業名000898,Aグループ,医療,北海道,4018464,4186
000899,企業名000899,Oグループ,倉庫,関東,3487552,77253
000900,企業名000900,Rグループ,IT,東北,3394788,1448
000901,企業名000901,Tグループ,衣料品,九州,1688525,8262
000902,企業名000902,Hグループ,通販,北海道,3888011,63220
000903,企業名000903,Eグループ,衣料品,北海道,864657,73208
000904,企業名000904,Wグループ,金融,四国,1837387,37304
000905,企業名000905,Pグループ,食品,北海道,612570,69100
000906,企業名000906,Dグループ,金融,四国,209894,53674
000907,企業名000907,Eグループ,IT,関東,569464,15770
000908,企業名000908,Xグループ,自動車,北陸,2711919,19362
000909,企業名000909,Mグループ,流通,関西,313589,94603
000910,企業名000910,Cグループ,自動車,九州,1676416,88468
000911,企業名000911,Jグループ,金融,北陸,149682,86797
000912,企業名000912,Gグループ,医療,山陽,1336497,78825
000913,企業名000913,Tグループ,出版,北陸,2107657,4674
000914,企業名000914,Pグループ,通販,関東,325898,83776
000915,企業名000915,Kグループ,旅行,関東,4504576,98183
000916,企業名000916,Nグループ,IT,山陽,1234164,43512
000917,企業名000917,Dグループ,流通,四国,4193067,4731
000918,企業名000918,Cグループ,食品,東北,3100473,17156
000919,企業名000919,Vグループ,医療,九州,3229888,10374
000920,企業名000920,Fグループ,出版,東北,1891080,55057
000921,企業名000921,Fグループ,通販,関東,2762376,65259
000922,企業名000922,Uグループ,出版,九州,362760,48477
000923,企業名000923,Eグループ,金融,東北,1885991,59584
000924,企業名000924,Aグループ,旅行,北海道,974209,4336
000925,企業名000925,Eグループ,出版,北陸,2273451,41271
000926,企業名000926,Vグループ,IT,関東,4999385,70918
000927,企業名000927,Lグループ,金融,関西,1576217,46198
000928,企業名000928,Lグループ,自動車,四国,4171241,91294
000929,企業名000929,Rグループ,医療,東北,1149546,39183
000930,企業名000930,Dグループ,流通,東海,1758135,46770
000931,企業名000931,Bグループ,衣料品,北陸,2488810,47301
000932,企業名000932,Yグループ,食品,北海道,1223566,72114
000933,企業名000933,Iグループ,医療,関東,488177,6873
000934,企業名000934,Vグループ,通販,東北,4486139,13739
000935,企業名000935,Uグループ,金融,関西,4857198,51192
000936,企業名000936,Bグループ,倉庫,山陽,3056441,41378
000937,企業名000937,Sグループ,通販,四国,4825575,83213
000938,企業名000938,Vグループ,自動車,北陸,4920713,4900
000939,企業名000939,Tグループ,通販,東海,4704187,74621
000940,企業名000940,Lグループ,金融,東北,309564,56777
000941,企業名000941,Sグループ,衣料品,東海,1198270,68536
000942,企業名000942,Zグループ,衣料品,関東,3837174,72729
000943,企業名000943,Jグループ,医療,北陸,3848127,78098
000944,企業名000944,Wグループ,通販,北海道,2672679,6705
000945,企業名000945,Iグループ,医療,北海道,3876119,15519
000946,企業名000946,Aグループ,旅行,関西,1947720,29543
000947,企業名000947,Pグループ,食品,東海,3129084,74940
000948,企業名000948,Lグループ,通販,山陽,3060439,61984
000949,企業名000949,Oグループ,倉庫,関東,1726162,65730
000950,企業名000950,Nグループ,IT,東海,738649,24262
000951,企業名000951,Nグループ,食品,北陸,4754529,99956
000952,企業名000952,Iグループ,通販,関東,1772331,92255
000953,企業名000953,Cグループ,金融,関東,3149427,29370
000954,企業名000954,Dグループ,出版,東海,781529,36676
000955,企業名000955,Yグループ,IT,北海道,3637763,32669
000956,企業名000956,Iグループ,出版,九州,2743700,66214
000957,企業名000957,Lグループ,流通,北陸,2555504,83680
000958,企業名000958,Dグループ,医療,九州,3791280,35100
000959,企業名000959,Aグループ,衣料品,北海道,4224441,70262
000960,企業名000960,Jグループ,流通,四国,1655495,53316
000961,企業名000961,Tグループ,食品,四国,325721,5707
000962,企業名000962,Jグループ,自動車,九州,1988092,75925
000963,企業名000963,Uグループ,医療,関東,736086,41384
000964,企業名000964,Tグループ,IT,四国,4274770,14539
000965,企業名000965,Fグループ,旅行,東海,1064223,51476
000966,企業名000966,Bグループ,倉庫,関東,726973,33334
000967,企業名000967,Pグループ,IT,関西,2579904,40989
000968,企業名000968,Uグループ,自動車,北陸,3526346,78937
000969,企業名000969,Eグループ,衣料品,北海道,2569350,57146
000970,企業名000970,Sグループ,衣料品,東北,1564362,28645
000971,企業名000971,Bグループ,通販,関西,3979502,79245
000972,企業名000972,Cグループ,通販,関西,3721309,40706
000973,企業名000973,Lグループ,衣料品,山陽,1099238,37790
